vczsmcode	VcZSMDesc	VcASMDesc	VcASMCode	VcTSICode	VcTSIDesc	VcWSSTTYCode	VcWSSTTYDesc	VcRSMCode	VcRSMDesc	VcBMCode	VcBMDesc
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS807	BCS-Baroda-1	BCW0034	BCW-Baroda-1	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS807	BCS-Baroda-1	BCW0034	BCW-Baroda-1	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-SrASM-Baroda	BCSASM2	BCSASM2	BC-SrASM-Baroda	BCSASM2	BC-SrASM-Baroda	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-SrASM-Baroda	BCSASM2	BCSASM2	BC-SrASM-Baroda	BCSASM2	BC-SrASM-Baroda	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS807	BCS-Baroda-1	BCW0034	BCW-Baroda-1	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-SrASM-Baroda	BCSASM2	BCSASM2	BC-SrASM-Baroda	BCSASM2	BC-SrASM-Baroda	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS807	BCS-Baroda-1	BCW0034	BCW-Baroda-1	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-SrASM-Baroda	BCSASM2	BCSASM2	BC-SrASM-Baroda	BCSASM2	BC-SrASM-Baroda	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-SrASM-Baroda	BCSASM2	BCSASM2	BC-SrASM-Baroda	BCSASM2	BC-SrASM-Baroda	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-SrASM-Baroda	BCSASM2	BCSASM2	BC-SrASM-Baroda	BCSASM2	BC-SrASM-Baroda	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-SrASM-Baroda	BCSASM2	BCSASM2	BC-SrASM-Baroda	BCSASM2	BC-SrASM-Baroda	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS807	BCS-Baroda-1	BCW0034	BCW-Baroda-1	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS807	BCS-Baroda-1	BCW0034	BCW-Baroda-1	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-SrASM-Baroda	BCSASM2	BCSASM2	BC-SrASM-Baroda	BCSASM2	BC-SrASM-Baroda	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS807	BCS-Baroda-1	BCW0034	BCW-Baroda-1	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS807	BCS-Baroda-1	BCW0034	BCW-Baroda-1	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS807	BCS-Baroda-1	BCW0034	BCW-Baroda-1	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-SrASM-Baroda	BCSASM2	BCSASM2	BC-SrASM-Baroda	BCSASM2	BC-SrASM-Baroda	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS807	BCS-Baroda-1	BCW0034	BCW-Baroda-1	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-SrASM-Baroda	BCSASM2	BCSASM2	BC-SrASM-Baroda	BCSASM2	BC-SrASM-Baroda	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS811	BCS-Baroda-2	BCW0038	BCW-Baroda-2	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS807	BCS-Baroda-1	BCW0034	BCW-Baroda-1	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
BCN0001	BC-RETAIL-NSM	BC-RETAIL-NSM	BCN0001	BCTS812	BCS-Baroda-3	BCW0039	BCW-Baroda-3	BCN0001	BC-RETAIL-NSM	BCN0001	BC-RETAIL-NSM
